Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price
1429,2410,5,4,1,1991,Suburban,Poor,No,280998
1430,2150,3,3,2,2003,Rural,Fair,No,272448
1431,563,1,2,1,2002,Mountain,Good,No,197003
1432,2714,5,5,2,1971,Urban,Fair,Yes,564729
1433,768,2,1,2,1968,Rural,Poor,Yes,100296
1434,1706,3,3,1,1976,Urban,Fair,Yes,382414
1435,1768,3,3,2,2019,Suburban,Good,Yes,474978
1436,1642,5,4,2,2010,Downtown,Good,No,577484
1437,1799,3,3,1,2004,Mountain,Good,Yes,566570
1438,1703,4,3,1,1979,Downtown,Good,Yes,555276
1439,1884,3,3,2,2006,Seaside,Poor,Yes,479674
1440,1975,4,3,1,1977,Rural,Fair,Yes,307880
1441,2496,4,3,2,2012,Industrial,Good,Yes,360907
1442,500,3,2,1,2009,Suburban,Fair,Yes,248454
1443,2257,3,3,3,2016,Downtown,Good,Yes,836622
1444,2046,3,3,3,1983,Mountain,Poor,No,266809
1445,2211,5,3,2,1959,Suburban,Fair,No,358857
1446,3409,6,4,3,1985,Seaside,Fair,No,619339
1447,1958,4,3,1,2023,Urban,Excellent,No,500505
1448,1237,3,4,2,2006,Downtown,Good,Yes,426180
1449,1447,3,3,2,1976,Mountain,Fair,No,263774
1450,2626,5,4,2,2024,Seaside,Excellent,Yes,839055
1451,1156,3,4,1,2021,Mountain,Good,Yes,438713
1452,1590,4,3,1,2007,Seaside,Good,Yes,451048
1453,2533,6,4,3,2010,Urban,Good,No,500905
1454,2351,3,3,1,2018,Seaside,Good,Yes,552034
1455,1044,3,2,1,2020,Industrial,Good,Yes,195308
1456,905,2,1,1,1973,Rural,Poor,No,110160
1457,1884,3,3,2,2004,Urban,Fair,Yes,358979
1458,1006,2,1,3,1967,Rural,Poor,Yes,117432
1459,2854,4,3,1,2008,Suburban,Fair,Yes,574540
1460,1128,4,3,1,2002,Seaside,Fair,Yes,446282
1461,1998,5,4,2,2014,Mountain,Excellent,Yes,651633
1462,1312,2,2,2,1990,Mountain,Poor,Yes,245785
1463,2438,3,3,1,1999,Mountain,Poor,Yes,545419
1464,2957,6,4,2,1992,Seaside,Good,Yes,935974
1465,1636,3,2,1,1984,Countryside,Fair,Yes,190233
1466,686,3,3,1,1997,Mountain,Good,Yes,228763
1467,503,1,1,1,2006,Urban,Good,Yes,213119
1468,905,2,2,1,1987,Urban,Poor,No,188268
1469,1775,3,3,2,1997,Downtown,Fair,Yes,439871
1470,904,2,1,1,2018,Countryside,Good,No,170017
1471,2432,4,3,1,2007,Rural,Good,Yes,463634
1472,1784,5,5,2,1968,Suburban,Poor,Yes,345145
1473,1308,3,3,2,2023,Rural,Fair,Yes,286711
1474,1777,4,4,1,2000,Rural,Fair,Yes,300241
1475,1370,4,3,1,2008,Countryside,Good,No,357223
1476,2750,5,5,3,2009,Seaside,Fair,Yes,751622
1477,1376,3,3,2,2017,Mountain,Fair,Yes,355862
1478,1713,3,2,2,2013,Countryside,Good,Yes,283774
1479,811,1,1,2,1975,Rural,Fair,No,103392
1480,1008,3,3,1,2017,Industrial,Fair,Yes,148512
1481,2478,4,3,3,1994,Suburban,Fair,Yes,488863
1482,4298,5,4,2,2006,Downtown,Excellent,Yes,1383980
1483,2363,3,4,2,1958,Urban,Fair,Yes,507281
1484,2052,3,3,2,2018,Downtown,Good,Yes,769018
1485,1964,5,4,2,1989,Mountain,Fair,No,397483
1486,2211,3,4,3,1995,Suburban,Poor,Yes,337120
1487,819,1,2,1,2009,Countryside,Good,Yes,137191
1488,2524,7,4,2,2014,Industrial,Poor,Yes,199790
1489,1507,3,3,2,2019,Downtown,Good,No,311159
1490,2526,6,3,1,2013,Rural,Excellent,No,508585
1491,2136,4,4,2,1996,Suburban,Fair,Yes,417080
1492,965,3,3,1,1986,Countryside,Fair,No,186286
1493,1678,3,3,2,2014,Industrial,Good,Yes,328763
1494,1689,4,3,1,1990,Rural,Poor,Yes,261264
1495,1508,4,3,2,2005,Industrial,Poor,Yes,158277
1496,500,3,3,1,2004,Countryside,Poor,Yes,179636
1497,2441,4,2,2,1975,Industrial,Poor,Yes,225413
1498,1118,2,1,2,1969,Industrial,Fair,Yes,125496
1499,2191,3,3,2,1987,Mountain,Fair,Yes,443914
1500,2248,4,4,2,1994,Seaside,Fair,No,641458
1501,2311,3,3,2,2021,Suburban,Excellent,Yes,744249
1502,1899,4,2,2,1971,Rural,Poor,No,205427
1503,802,1,2,1,1998,Mountain,Fair,Yes,165220
1504,2265,4,2,3,2019,Suburban,Good,Yes,577041
1505,1465,4,3,1,2014,Downtown,Poor,Yes,407327
1506,2735,5,4,3,2023,Mountain,Good,No,693294
1507,1756,3,4,2,2005,Rural,Good,Yes,338256
1508,2303,4,3,3,1997,Downtown,Excellent,Yes,876262
1509,1538,5,5,2,2000,Rural,Good,Yes,268914
1510,1898,4,2,2,1985,Urban,Poor,Yes,343224
1511,1154,3,3,2,1995,Countryside,Excellent,Yes,373995
1512,978,1,1,2,2007,Suburban,Fair,Yes,198435
1513,1451,4,4,1,1978,Countryside,Good,No,281121
1514,3177,6,3,2,2010,Countryside,Fair,Yes,599423
1515,3006,6,4,3,2004,Seaside,Excellent,Yes,1181242
1516,1568,4,3,2,2012,Suburban,Fair,Yes,413725
1517,1355,3,3,2,2019,Suburban,Fair,Yes,379500
1518,640,1,1,3,1986,Industrial,Fair,Yes,91080
1519,1728,3,4,2,2017,Suburban,Good,Yes,536929
1520,1072,4,3,1,2025,Seaside,Excellent,Yes,299040
1521,1739,3,2,2,2012,Urban,Good,Yes,529748
1522,1313,4,4,2,2022,Rural,Fair,Yes,300689
1523,1687,3,3,2,1994,Suburban,Poor,Yes,286195
1524,1627,3,3,2,1987,Seaside,Poor,Yes,403749
1525,1032,4,3,2,1984,Downtown,Poor,Yes,246456
1526,2050,4,3,2,2022,Mountain,Good,No,428751
1527,2497,3,2,2,1989,Urban,Fair,Yes,599869
1528,1793,5,4,2,1980,Urban,Good,Yes,487146
1529,1906,4,2,2,2016,Suburban,Fair,Yes,361330
1530,1295,2,2,1,2021,Seaside,Poor,Yes,242977
1531,1216,2,2,1,2013,Rural,Poor,No,125233
1532,1971,3,3,2,2024,Suburban,Excellent,Yes,511467
1533,1782,4,2,1,1991,Rural,Fair,Yes,285654
1534,1753,4,4,1,2016,Downtown,Good,Yes,691708
1535,1760,3,4,1,2007,Industrial,Good,Yes,284682
1536,3469,6,4,2,1976,Industrial,Fair,Yes,452692
1537,1821,3,2,2,1980,Suburban,Poor,Yes,242743
1538,1433,3,3,1,1986,Industrial,Good,Yes,253999
1539,796,1,2,2,2012,Countryside,Good,Yes,182083
1540,2227,4,3,2,1988,Downtown,Fair,Yes,406681
1541,2009,4,3,2,1976,Countryside,Good,Yes,394714
1542,1471,2,2,1,2011,Urban,Excellent,Yes,511416
1543,2281,3,4,1,1990,Rural,Fair,Yes,395825
1544,663,1,1,2,1980,Industrial,Fair,Yes,92736
1545,2366,4,3,3,2013,Countryside,Excellent,Yes,580783
1546,1623,4,3,2,2023,Mountain,Poor,No,272501
1547,748,3,2,2,2008,Rural,Fair,Yes,202231
1548,2070,4,3,3,1997,Seaside,Fair,No,449725
1549,954,1,1,2,1986,Rural,Poor,Yes,113688
1550,1304,3,3,1,2015,Suburban,Poor,Yes,311283
1551,934,2,2,2,2015,Suburban,Good,Yes,300533
1552,1669,3,4,2,2011,Mountain,Poor,Yes,302113
1553,1898,3,3,2,2000,Countryside,Good,Yes,335470
1554,663,1,1,2,1987,Industrial,Fair,Yes,92736
1555,1811,5,5,2,1990,Seaside,Fair,Yes,731591
1556,2874,7,4,2,2006,Countryside,Fair,Yes,619119
1557,726,2,1,1,1976,Rural,Fair,Yes,142149
1558,1451,3,3,2,1982,Suburban,Poor,Yes,223203
1559,2026,3,2,2,1973,Downtown,Fair,Yes,400771
1560,1109,3,3,1,1958,Seaside,Fair,No,296866
1561,1932,4,4,2,2002,Industrial,Good,Yes,317884
1562,1666,3,3,1,2018,Mountain,Excellent,Yes,457303
1563,2532,4,3,2,1984,Industrial,Poor,No,273710
1564,1249,3,3,1,1984,Countryside,Excellent,Yes,372250
1565,2064,4,3,2,2024,Urban,Good,Yes,619178
1566,1030,2,1,2,1968,Rural,Poor,No,119160
1567,976,2,1,1,1969,Industrial,Fair,Yes,115272
1568,2368,3,4,2,2002,Mountain,Good,Yes,340095
1569,1755,4,3,2,1993,Industrial,Poor,Yes,188818
1570,2061,3,3,2,2007,Rural,Fair,Yes,380762
1571,2047,5,4,1,2014,Mountain,Excellent,No,522362
1572,2531,6,4,2,2011,Suburban,Good,Yes,759270
1573,2258,3,3,2,1962,Mountain,Good,No,426540
1574,1520,4,4,1,2025,Downtown,Good,No,474024
1575,2274,4,3,3,1993,Urban,Poor,Yes,316194
1576,500,2,1,1,2008,Urban,Good,Yes,222687
1577,2397,4,4,3,2009,Downtown,Fair,Yes,631064
1578,1124,3,3,2,2006,Countryside,Excellent,Yes,347549
1579,4389,7,4,2,1950,Seaside,Excellent,Yes,1472640
1580,797,1,2,1,1981,Rural,Fair,Yes,147649
1581,1898,5,4,2,1975,Suburban,Fair,Yes,423901
1582,500,3,3,1,2023,Mountain,Excellent,Yes,368145
1583,1721,5,4,2,2013,Mountain,Fair,No,355147
1584,1399,2,2,2,2016,Urban,Fair,Yes,252980
1585,1771,4,3,2,2009,Urban,Poor,Yes,309220
1586,1961,3,4,2,2017,Mountain,Poor,Yes,481723
1587,2227,3,3,2,1982,Seaside,Poor,Yes,460589
1588,1142,2,1,2,1978,Rural,Fair,Yes,127224
1589,1328,3,3,1,1969,Suburban,Poor,Yes,301610
1590,2429,5,3,3,1994,Mountain,Poor,Yes,419295
1591,1327,4,3,2,1998,Suburban,Good,Yes,329536
1592,2399,4,3,2,2017,Industrial,Fair,Yes,365353
1593,1290,2,2,2,1995,Countryside,Poor,Yes,151858
1594,2029,4,4,1,1990,Mountain,Good,No,551514
1595,2048,4,3,2,2021,Industrial,Fair,Yes,296814
1596,1494,2,2,2,1986,Suburban,Good,No,166108
1597,2104,3,3,1,2017,Mountain,Poor,Yes,444641
1598,1918,3,3,1,2019,Suburban,Good,Yes,476628
1599,2535,5,4,2,2008,Mountain,Fair,Yes,613194
1600,1300,4,3,2,1980,Mountain,Fair,Yes,347109
1601,2597,6,3,2,1974,Industrial,Fair,Yes,294935
1602,2541,4,2,2,1997,Rural,Fair,Yes,269922
1603,1134,4,3,1,2019,Industrial,Excellent,Yes,275117
1604,1806,4,2,2,2005,Downtown,Fair,Yes,407399
1605,2310,5,4,2,1966,Rural,Good,No,382186
1606,2208,3,3,2,1969,Downtown,Good,Yes,625723
1607,2315,5,3,2,1973,Suburban,Fair,Yes,458448
1608,1949,3,3,1,1997,Seaside,Fair,Yes,509390
1609,1337,3,3,1,2002,Mountain,Fair,Yes,419259
1610,1749,4,4,2,1960,Urban,Fair,No,368056
1611,1561,3,3,1,2003,Rural,Excellent,No,317816
1612,843,2,1,2,1970,Rural,Fair,Yes,105696
1613,2022,3,3,2,1981,Suburban,Poor,Yes,323594
1614,2159,4,3,2,2017,Suburban,Good,Yes,518240
1615,2597,6,4,1,2014,Mountain,Excellent,Yes,1093713
1616,2896,4,3,2,2017,Mountain,Good,No,427944
1617,1102,4,4,2,2000,Seaside,Good,No,390227
1618,1186,3,2,1,1982,Rural,Poor,Yes,188162
1619,1771,4,3,1,2024,Suburban,Excellent,Yes,520500
1620,1977,5,5,2,2010,Downtown,Excellent,No,854751
1621,1514,3,3,2,2018,Industrial,Fair,No,178448
1622,2235,3,3,3,1987,Downtown,Good,Yes,900462
1623,2583,5,5,2,1997,Downtown,Fair,Yes,625086
1624,1877,3,2,2,2006,Countryside,Good,Yes,346336
1625,1421,3,3,2,2014,Suburban,Good,No,268002
1626,1811,4,3,2,1993,Industrial,Fair,Yes,250348
1627,1659,5,4,2,1987,Industrial,Fair,Yes,323496
1628,500,1,1,2,2018,Suburban,Good,No,166182
1629,1910,3,2,1,2014,Downtown,Fair,Yes,470913
1630,1852,3,3,2,1993,Seaside,Good,No,461802
1631,2457,3,4,2,1985,Industrial,Fair,Yes,276515
1632,1965,4,3,1,2010,Urban,Good,Yes,472365
1633,1445,3,3,2,1980,Industrial,Poor,No,141648
1634,911,1,1,1,1984,Rural,Fair,Yes,110592
1635,2261,5,5,1,1982,Suburban,Poor,Yes,391670
1636,1865,3,2,2,1995,Industrial,Good,Yes,336681
1637,1700,4,3,1,2025,Rural,Good,Yes,289239
1638,1567,3,2,2,2014,Countryside,Poor,Yes,260481
1639,2231,3,3,3,1985,Seaside,Poor,Yes,425040
1640,1725,4,4,2,2010,Urban,Fair,No,457347
1641,1924,4,3,2,2005,Seaside,Good,Yes,689459
1642,2865,5,3,2,1987,Urban,Poor,Yes,494065
1643,744,3,3,2,1990,Seaside,Poor,Yes,254442
1644,1633,4,3,2,2016,Downtown,Good,Yes,628365
1645,1205,3,3,2,2016,Urban,Good,Yes,421198
1646,1436,3,3,2,2013,Suburban,Good,Yes,309705
1647,1050,3,3,2,1997,Countryside,Fair,Yes,206809
1648,1898,4,3,2,2004,Countryside,Good,Yes,376584
1649,2484,3,3,1,2011,Suburban,Fair,No,425460
1650,1285,3,2,2,1990,Downtown,Good,No,443729
1651,1626,5,4,1,2016,Urban,Fair,Yes,486190
1652,1794,3,4,1,1986,Industrial,Fair,Yes,261113
1653,1064,2,2,1,1982,Downtown,Poor,No,215240
1654,1051,2,1,2,1984,Industrial,Poor,Yes,120672
1655,1964,3,3,2,2013,Mountain,Good,Yes,499026
1656,617,1,1,2,1960,Rural,Fair,Yes,89424
1657,644,1,2,2,2017,Rural,Good,Yes,189661
1658,3188,5,4,2,2001,Countryside,Fair,Yes,510117
1659,2158,5,4,2,2004,Industrial,Fair,No,275546
1660,1138,3,4,1,2017,Downtown,Excellent,Yes,591749
1661,1492,2,2,2,1986,Seaside,Poor,Yes,281854
1662,2863,5,4,3,1983,Rural,Good,Yes,306336
1663,910,1,2,1,1983,Downtown,Good,Yes,313893
1664,2772,5,3,2,2023,Urban,Fair,Yes,619932
1665,1786,5,5,2,2012,Mountain,Excellent,Yes,722516
1666,1119,4,2,1,1994,Suburban,Fair,Yes,261790
1667,2651,7,3,3,2008,Rural,Fair,Yes,333071
1668,2150,3,3,2,2014,Seaside,Excellent,Yes,647629
1669,2805,4,3,2,2001,Urban,Poor,Yes,497253
1670,1016,4,3,1,2003,Urban,Excellent,No,439977
1671,2132,3,4,2,1967,Industrial,Good,Yes,243838
1672,1911,5,4,2,1986,Downtown,Good,Yes,733469
1673,773,1,2,1,2000,Countryside,Poor,No,130867
1674,2037,3,3,1,2002,Urban,Poor,Yes,367289
1675,2048,3,3,3,2010,Suburban,Poor,Yes,366388
1676,1594,3,3,1,1987,Downtown,Fair,Yes,347000
1677,1560,3,4,2,1961,Suburban,Fair,No,323967
1678,802,3,3,1,1978,Seaside,Fair,No,207019
1679,2005,5,5,2,2004,Mountain,Fair,Yes,460520
1680,1150,1,1,2,1988,Industrial,Fair,Yes,127800
1681,2630,4,2,2,1993,Mountain,Good,Yes,657945
1682,2340,4,3,1,1992,Mountain,Fair,Yes,434160
1683,1324,3,3,2,2024,Seaside,Good,Yes,621458
1684,2105,5,4,2,2008,Industrial,Good,Yes,383180
1685,1002,3,3,2,2014,Rural,Good,Yes,236425
1686,1699,5,3,2,1986,Suburban,Poor,Yes,335184
1687,2416,5,5,3,1952,Downtown,Poor,No,424136
1688,1817,4,3,2,1999,Industrial,Poor,Yes,198496
1689,2504,5,3,3,2005,Rural,Excellent,Yes,380151
1690,1381,4,4,1,1981,Rural,Fair,Yes,235238
1691,2220,5,4,1,2016,Rural,Fair,Yes,419567
1692,2395,5,4,1,1972,Rural,Poor,Yes,299769
1693,2583,5,4,2,2010,Mountain,Fair,Yes,520562
1694,884,1,2,1,2013,Countryside,Excellent,Yes,306195
1695,2109,4,3,2,2020,Seaside,Excellent,Yes,886787
1696,1495,3,4,2,1982,Downtown,Fair,No,425604
1697,2008,3,3,2,2007,Mountain,Good,Yes,502553
1698,1994,5,3,2,1996,Suburban,Fair,Yes,417719
1699,1878,4,3,2,1963,Urban,Fair,Yes,486020
1700,1048,2,1,1,2025,Mountain,Good,Yes,264678
1701,2152,3,3,2,2021,Industrial,Excellent,Yes,319779
1702,2130,4,3,2,2010,Mountain,Poor,No,283263
1703,1731,4,2,2,2011,Mountain,Excellent,Yes,589405
1704,961,3,3,1,2012,Industrial,Poor,No,89512
1705,1901,3,3,2,2019,Urban,Good,Yes,609683
1706,1901,3,3,1,2015,Rural,Good,Yes,281716
1707,1924,3,4,1,2013,Suburban,Fair,Yes,398149
1708,1277,2,2,1,1976,Rural,Poor,Yes,144415
1709,500,1,2,1,2012,Downtown,Good,Yes,242185
1710,1934,5,4,1,2019,Countryside,Good,Yes,395323
1711,1830,4,3,1,2002,Countryside,Excellent,Yes,370005
1712,3455,4,4,2,1984,Mountain,Fair,Yes,636640
1713,2045,3,3,3,2009,Mountain,Fair,Yes,436588
1714,1333,3,3,1,2019,Seaside,Good,No,417773
1715,2041,3,3,2,2012,Suburban,Fair,Yes,344945
1716,2295,4,3,2,2014,Seaside,Good,No,598796
1717,1577,3,4,2,2011,Rural,Good,No,274619
1718,2646,4,3,2,2018,Industrial,Good,No,273099
1719,1636,3,2,1,2002,Suburban,Excellent,No,525158
1720,1008,1,1,1,1975,Rural,Fair,Yes,117576
1721,1950,5,3,1,2020,Downtown,Good,No,515647
1722,2280,4,3,2,2022,Seaside,Good,Yes,855923
1723,1776,3,2,1,1996,Downtown,Fair,Yes,540511
1724,676,2,1,2,1986,Industrial,Poor,Yes,93672
1725,587,1,2,2,2006,Countryside,Fair,Yes,153586
1726,1413,3,3,2,1999,Suburban,Good,Yes,385316
1727,5724,6,6,1,2010,Seaside,Excellent,Yes,1839240
1728,1058,2,1,1,2010,Suburban,Fair,No,270566
1729,2577,4,3,2,2011,Urban,Good,No,648168
1730,2354,4,4,3,2005,Rural,Good,No,437059
1731,656,3,4,2,2002,Downtown,Good,Yes,274246
1732,1781,3,4,1,2003,Countryside,Fair,Yes,425199
1733,1269,4,3,2,2001,Urban,Fair,Yes,396001
1734,3203,6,4,2,2000,Urban,Fair,Yes,870416
1735,2280,3,3,3,1989,Seaside,Fair,Yes,467077
1736,2743,5,5,2,1981,Urban,Fair,Yes,709410
1737,2724,4,4,3,2016,Rural,Good,Yes,539133
1738,2038,3,4,2,2007,Rural,Poor,Yes,206395
1739,1997,3,3,2,2018,Rural,Good,Yes,465970
1740,2956,4,4,2,2022,Industrial,Good,Yes,432502
1741,2537,4,4,1,2018,Industrial,Good,Yes,508516
1742,1182,4,3,2,1988,Mountain,Poor,No,255947
1743,1781,4,3,1,2014,Suburban,Good,Yes,421049
1744,3261,5,3,3,2022,Mountain,Good,Yes,732201
1745,1944,4,3,2,1971,Suburban,Poor,Yes,349666
1746,2892,6,5,1,2025,Downtown,Good,Yes,734310
1747,2067,3,2,1,2009,Seaside,Good,Yes,422851
1748,1849,3,3,2,1996,Rural,Excellent,No,335002
1749,1976,3,3,2,2001,Mountain,Good,Yes,467189
1750,2124,4,3,3,2011,Countryside,Fair,Yes,353273
1751,1789,3,3,2,2001,Seaside,Good,No,400291
1752,1479,3,3,1,2010,Downtown,Fair,Yes,370822
1753,1990,3,2,1,2018,Seaside,Excellent,Yes,705743
1754,2094,4,3,1,1983,Downtown,Fair,Yes,560905
1755,1953,4,4,2,2022,Rural,Fair,Yes,309884
1756,3186,5,3,2,1963,Urban,Poor,Yes,476209
1757,2106,3,4,2,1992,Countryside,Fair,No,256242
1758,2078,3,3,2,1975,Downtown,Poor,Yes,401442
1759,1028,2,2,1,2002,Industrial,Fair,Yes,128108
1760,2567,6,4,2,1992,Downtown,Good,Yes,623417
1761,1157,3,4,1,2004,Seaside,Fair,Yes,448201
1762,1506,3,3,1,1980,Suburban,Poor,Yes,322575
1763,1412,2,2,1,1986,Urban,Excellent,Yes,425385
1764,1770,4,3,1,2001,Industrial,Good,Yes,281297
1765,1539,3,4,1,2018,Mountain,Excellent,Yes,436864
1766,1766,3,2,1,2024,Countryside,Fair,Yes,221132
1767,1696,3,3,1,1990,Seaside,Poor,Yes,406537
1768,1543,3,4,1,1986,Downtown,Fair,Yes,385399
1769,2651,5,3,2,1997,Mountain,Fair,Yes,589206
1770,947,2,2,1,2000,Suburban,Good,Yes,294928
1771,1575,3,3,2,2019,Urban,Good,Yes,539838
1772,1189,3,3,1,1972,Countryside,Excellent,Yes,276670
1773,2805,6,5,1,1950,Mountain,Good,Yes,739959
1774,1428,2,2,1,2018,Rural,Good,Yes,241746
1775,1975,4,4,2,2003,Industrial,Fair,Yes,277137
1776,2549,4,3,2,2023,Industrial,Excellent,Yes,550318
1777,1985,3,4,2,1999,Suburban,Fair,Yes,515958
1778,2092,3,3,2,1990,Mountain,Good,Yes,468915
1779,3174,6,5,3,1996,Urban,Excellent,Yes,1136432
1780,1534,5,5,2,2006,Suburban,Poor,Yes,394029
1781,1162,1,1,3,1984,Rural,Fair,Yes,128664
1782,1645,3,2,2,2025,Mountain,Excellent,Yes,631435
1783,2008,5,3,2,2011,Rural,Good,Yes,434422
1784,757,1,2,1,2006,Seaside,Good,Yes,262324
1785,1389,3,3,1,1982,Downtown,Fair,Yes,448946
1786,1532,4,3,2,1989,Urban,Poor,No,391087
1787,1135,3,3,1,2019,Seaside,Good,Yes,484556
1788,2064,3,4,2,1977,Rural,Fair,Yes,251990
1789,983,3,4,1,1976,Industrial,Excellent,Yes,224213
1790,2109,3,2,3,2012,Mountain,Good,Yes,549254
1791,1767,3,3,2,2008,Mountain,Poor,No,294277
1792,1042,3,4,1,1993,Industrial,Good,No,199740
1793,940,2,1,2,2020,Downtown,Good,No,421903
1794,1125,2,2,2,1996,Countryside,Poor,No,172941
1795,2890,4,3,2,2015,Mountain,Fair,Yes,628201
1796,1035,3,3,1,1999,Urban,Excellent,Yes,468541
1797,500,1,2,1,2012,Seaside,Excellent,Yes,287932
1798,2528,4,3,2,2023,Suburban,Excellent,Yes,924915
1799,1598,3,3,1,2012,Downtown,Fair,Yes,473163
1800,2321,5,5,1,2010,Countryside,Good,Yes,509178
1801,2756,6,3,2,2000,Suburban,Good,Yes,549793
1802,1086,3,3,1,2011,Mountain,Good,Yes,306060
1803,2854,5,4,2,2021,Countryside,Good,Yes,621850
1804,1828,5,4,2,2020,Rural,Excellent,Yes,399431
1805,2097,5,4,1,1956,Industrial,Good,Yes,261387
1806,1359,4,2,1,2010,Urban,Good,Yes,503268
1807,989,1,2,1,1992,Industrial,Fair,Yes,168066
1808,2040,5,4,2,2010,Industrial,Fair,Yes,310022
1809,2120,5,5,3,2014,Suburban,Good,Yes,459487
1810,2457,4,2,2,2006,Downtown,Excellent,Yes,828989
1811,1763,3,3,1,1950,Urban,Fair,Yes,392532
1812,2783,4,2,2,2010,Industrial,Poor,No,228287
1813,2021,3,3,2,2017,Mountain,Excellent,Yes,652144
1814,2577,7,4,3,1999,Rural,Poor,Yes,301152
1815,1498,3,2,1,1982,Countryside,Good,Yes,357326
1816,1195,3,2,1,2013,Downtown,Poor,Yes,296526
1817,4493,7,5,2,2003,Downtown,Excellent,Yes,1525680
1818,749,2,1,1,1993,Mountain,Good,Yes,190977
1819,1789,5,4,2,2012,Rural,Good,Yes,291674
1820,2027,4,3,2,2022,Urban,Good,Yes,628780
1821,2990,4,3,2,2007,Urban,Good,No,694634
1822,3153,5,5,3,2021,Mountain,Good,Yes,680843
1823,1397,3,2,2,2017,Seaside,Fair,Yes,375046
1824,1546,4,3,2,1982,Urban,Fair,No,419506
1825,2271,3,4,1,2011,Seaside,Excellent,No,566225
1826,2262,5,4,2,1974,Suburban,Fair,No,555340
1827,1320,3,3,2,1965,Countryside,Poor,Yes,141066
1828,781,1,1,1,1977,Rural,Fair,Yes,101232
1829,1711,3,2,1,2019,Suburban,Good,No,321892
1830,1368,4,3,2,2006,Suburban,Poor,No,244742
1831,3026,5,5,3,2003,Industrial,Fair,Yes,329807
1832,1102,3,4,1,2006,Seaside,Poor,No,226302
1833,2221,3,2,2,2010,Downtown,Excellent,Yes,926847
1834,873,2,1,1,2025,Downtown,Good,No,230141
1835,1791,3,2,1,1982,Countryside,Good,No,256640
1836,1701,3,3,1,2018,Downtown,Good,Yes,499111
1837,3239,7,3,2,1984,Seaside,Poor,Yes,672173
1838,1514,4,2,2,1991,Industrial,Fair,No,163815
1839,1527,5,3,1,1967,Urban,Fair,No,409052
1840,3246,5,5,3,1992,Urban,Fair,Yes,794254
1841,1859,3,3,2,2025,Rural,Good,No,305859
1842,500,2,1,1,1986,Downtown,Fair,Yes,164332
1843,1863,5,4,2,2003,Seaside,Poor,Yes,478724
1844,1548,4,3,1,1958,Countryside,Fair,Yes,289316
1845,2431,4,3,3,2003,Urban,Good,No,546566
1846,1453,2,2,2,2006,Industrial,Excellent,No,224431
1847,3480,4,3,2,2014,Suburban,Excellent,Yes,946636
1848,1890,4,3,2,2002,Downtown,Good,Yes,764884
1849,1040,3,3,1,1999,Urban,Good,No,421935
1850,1534,3,3,2,2013,Seaside,Good,Yes,532607
1851,2433,3,3,2,2011,Suburban,Excellent,Yes,596112
1852,1242,3,3,1,2008,Suburban,Excellent,No,338102
1853,1540,4,3,2,2020,Rural,Excellent,Yes,532098
1854,1436,3,4,1,1988,Suburban,Good,No,256729
1855,3271,4,3,3,2018,Countryside,Fair,Yes,576429
1856,2152,4,4,1,1975,Seaside,Poor,Yes,389869
1857,1466,4,3,1,2002,Mountain,Fair,Yes,406402
1858,1696,4,3,2,1996,Urban,Fair,Yes,566456
1859,2272,4,4,3,2009,Suburban,Excellent,No,526120
1860,2084,4,3,2,1984,Suburban,Fair,Yes,412979
1861,2576,6,5,2,1967,Countryside,Fair,Yes,328755
1862,865,1,1,1,2004,Urban,Good,No,261716
1863,1987,5,4,2,2012,Suburban,Excellent,Yes,671431
1864,2107,4,3,2,2005,Downtown,Good,No,629142
1865,1881,3,2,2,1973,Industrial,Poor,No,126260
1866,677,2,1,2,1967,Industrial,Poor,Yes,93744
1867,1974,4,3,2,2016,Industrial,Excellent,Yes,406261
1868,1749,4,3,2,2000,Mountain,Good,Yes,512929
1869,1473,3,3,1,2001,Industrial,Good,Yes,277351
1870,1351,2,2,2,2006,Rural,Good,Yes,258578
1871,915,1,2,2,2013,Rural,Good,Yes,187164
1872,2353,5,5,2,2015,Industrial,Poor,No,191654
1873,2401,3,3,3,2018,Countryside,Good,Yes,551108
1874,1668,5,3,2,2006,Downtown,Good,No,387534
1875,500,1,2,2,2010,Suburban,Good,Yes,184466
1876,1811,4,4,1,1983,Seaside,Fair,Yes,542862
1877,1695,3,3,2,2004,Mountain,Excellent,Yes,462626
1878,2154,5,4,3,2009,Suburban,Poor,Yes,481574
1879,1053,2,2,2,2008,Mountain,Good,Yes,329671
1880,1370,3,3,2,2007,Rural,Fair,No,176200
1881,3774,6,4,2,2020,Seaside,Excellent,Yes,1280240
1882,1526,3,3,2,1995,Seaside,Fair,No,340561
1883,3325,4,3,2,2005,Mountain,Fair,Yes,503579
1884,2668,5,4,1,1964,Downtown,Fair,Yes,857804
1885,1898,5,4,2,1978,Industrial,Fair,No,242999
1886,2590,6,4,2,2014,Industrial,Poor,Yes,258813
1887,2308,5,4,2,2004,Downtown,Fair,No,510489
1888,1955,4,4,2,1998,Seaside,Fair,No,347811
1889,1886,4,4,2,1980,Urban,Poor,No,299084
1890,1506,4,3,1,2025,Mountain,Fair,Yes,582042
1891,2222,3,4,2,2005,Countryside,Fair,Yes,386337
1892,2105,3,4,2,1993,Urban,Fair,Yes,560386
1893,2664,6,3,2,2023,Rural,Excellent,Yes,604520
